package_number,package_id,profile,group_name,video_position,video_count,video_id,actual_title,clean_title,channel,transcript_status,evidence_grade,upload_file
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",9,9,xRppi-Ezowg,"How to Balance Vata Dosha Naturally? (Gas, Bloating, Body Pains, Dry Skin)","How to Balance Vata Dosha Naturally (Gas, Bloating, Body Pains, Dry Skin)",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260905_162922_fd61b5,FULL_INTELLIGENCE,Disease management and warning signs,1,5,F4_Ne6re0RA,6 Warning SIGNS You're at Risk for Cancer,6 Warning SIGNS You're at Risk for Cancer,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_fd61b5\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260905_162922_fd61b5,FULL_INTELLIGENCE,Disease management and warning signs,2,5,NkdZ_N1mmjI,31 Tongue Signs Your Body is Asking for Help (With Solutions),31 Tongue Signs Your Body is Asking for Help (With Solutions),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_fd61b5\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260905_162922_fd61b5,FULL_INTELLIGENCE,Disease management and warning signs,3,5,YQsQjFO0uBk,49 Signs Your Body is Crying for Help (WITH SOLUTION),49 Signs Your Body is Crying for Help (WITH SOLUTION),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_fd61b5\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260905_162922_fd61b5,FULL_INTELLIGENCE,Disease management and warning signs,4,5,dE4i4LUq2R4,9 Signs Your Body is Asking for Help (With Solution),9 Signs Your Body is Asking for Help (With Solution),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_fd61b5\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260905_162922_fd61b5,FULL_INTELLIGENCE,Disease management and warning signs,5,5,k77F184hi5g,Cure Thyroid Problem Permanently in 4 Steps,Cure Thyroid Problem Permanently in 4 Steps,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_fd61b5\CHATGPT_PACKAGE.json
12,vh_full_intelligence_20260905_162922_b8fde1,FULL_INTELLIGENCE,"Entertainment, sports and viral clips",1,3,Mf0nw5Dlb8Y,Seth Rollins & Oba Femi vs The Vision Full Match | WWE Summer Tour 2026,Seth Rollins & Oba Femi vs The Vision Full Match WWE Summer Tour 2026,Vlog Warriors,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_b8fde1\CHATGPT_PACKAGE.json
12,vh_full_intelligence_20260905_162922_b8fde1,FULL_INTELLIGENCE,"Entertainment, sports and viral clips",2,3,O-v38a14cA0,"Wife thought he FORGOT their anniversary, but secretly he had THIS planned… 😭❤️","Wife thought he FORGOT their anniversary, but secretly he had THIS planned… 😭 ️",PrayerSong,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_b8fde1\CHATGPT_PACKAGE.json
12,vh_full_intelligence_20260905_162922_b8fde1,FULL_INTELLIGENCE,"Entertainment, sports and viral clips",3,3,dutNG5SCIis,She Ate And Left No Crumbs! 🗿,She Ate And Left No Crumbs 🗿,learn with jassi,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_b8fde1\CHATGPT_PACKAGE.json
13,vh_full_intelligence_20260905_162922_95ae77,FULL_INTELLIGENCE,"Entertainment, trailers and stories",1,4,LGLrGhsYE5M,Tywin Lannister: Before Game of Thrones | Animated Movie,Tywin Lannister Before Game of Thrones Animated Movie,Black Raven | Westeros,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_95ae77\CHATGPT_PACKAGE.json
13,vh_full_intelligence_20260905_162922_95ae77,FULL_INTELLIGENCE,"Entertainment, trailers and stories",2,4,VtUxnAj5HsI,"🔥 Kamzor Baap Nikla Deadly K!ller… Beti Ke Liye Jo Kiya, Sab Shock | Kdrama Explained in Hindi","Kamzor Baap Nikla Deadly K ller… Beti Ke Liye Jo Kiya, Sab Shock Kdrama Explained in Hindi",Alex Explainer Hindi,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_95ae77\CHATGPT_PACKAGE.json
13,vh_full_intelligence_20260905_162922_95ae77,FULL_INTELLIGENCE,"Entertainment, trailers and stories",3,4,jN6m8o6XWJ4,91/7... Then Glenn Maxwell Did the Impossible | Full Story,91 7 Then Glenn Maxwell Did the Impossible Full Story,Cricbees Official,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_95ae77\CHATGPT_PACKAGE.json
13,vh_full_intelligence_20260905_162922_95ae77,FULL_INTELLIGENCE,"Entertainment, trailers and stories",4,4,s1lSPL9nVxU,"Fall 2: Deadpoint (2026) Official Trailer | Harriet Slater, Arsema Thomas | 11 September 2026","Fall 2 Deadpoint (2026) Official Trailer Harriet Slater, Arsema Thomas 11 September 2026",PVRINOX Pictures,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162922_95ae77\CHATGPT_PACKAGE.json
14,vh_full_intelligence_20260905_162923_74918a,FULL_INTELLIGENCE,"Face care, sunscreen and moisturisers",1,5,4tj5I3NsLjE,5 Natural Face Washes in India Under Rs 299 (My Honest Picks),5 Natural Face Washes in India Under Rs 299 (My Honest Picks),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_74918a\CHATGPT_PACKAGE.json
14,vh_full_intelligence_20260905_162923_74918a,FULL_INTELLIGENCE,"Face care, sunscreen and moisturisers",2,5,SZmNa9931eA,Which is the Best Face Wash in India? (in 2024),Which is the Best Face Wash in India (in 2024),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_74918a\CHATGPT_PACKAGE.json
14,vh_full_intelligence_20260905_162923_74918a,FULL_INTELLIGENCE,"Face care, sunscreen and moisturisers",3,5,ehCw14qk12c,20 Face Creams in India Ranked from Worst to Best,20 Face Creams in India Ranked from Worst to Best,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_74918a\CHATGPT_PACKAGE.json
14,vh_full_intelligence_20260905_162923_74918a,FULL_INTELLIGENCE,"Face care, sunscreen and moisturisers",4,5,khhA-FiwuGE,3 Natural Skin Care Products that you Must Try (Homemade),3 Natural Skin Care Products that you Must Try (Homemade),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_74918a\CHATGPT_PACKAGE.json
14,vh_full_intelligence_20260905_162923_74918a,FULL_INTELLIGENCE,"Face care, sunscreen and moisturisers",5,5,urzOFEAZ-2M,Which is the Best Face Moisturiser in India? (in 2024),Which is the Best Face Moisturiser in India (in 2024),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_74918a\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",1,11,11vCt2JtHeE,12 Weight Loss Tips Ranked from Worst to Best,12 Weight Loss Tips Ranked from Worst to Best,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",2,11,5xjGq6lL4BA,This Simple Trick will help you Lose Weight in 7 days,This Simple Trick will help you Lose Weight in 7 days,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",3,11,8hFr16_3cuI,6 Easy ways to stop cravings | Try this 30 second Trick,6 Easy ways to stop cravings Try this 30 second Trick,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",4,11,BPHMxr51VQE,WEIGHT LOSS MISTAKES - How to Lose Weight Fast?,WEIGHT LOSS MISTAKES - How to Lose Weight Fast,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",5,11,MLcQ0yIGq1c,HOMEMADE PROTEIN SHAKE  - Cheap and Easy Recipe for Muscle building and Fat loss,HOMEMADE PROTEIN SHAKE - Cheap and Easy Recipe for Muscle building and Fat loss,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",6,11,PIws4Rn-mZI,Top 5 Fruits for Fat Loss in INDIA,Top 5 Fruits for Fat Loss in INDIA,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",7,11,TDv7SVMt-Fw,How to Lose Weight Fast | 100% Results,How to Lose Weight Fast 100% Results,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",8,11,TIEZQWSMfUM,#1 Fat Burning Tip - 10 Day Challenge,Fat Burning Tip - 10 Day Challenge,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",9,11,XB_o_yKvQkI,How to Reduce FACE FAT (Chubby Cheeks and Double Chin),How to Reduce FACE FAT (Chubby Cheeks and Double Chin),Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",10,11,i6aFZgDcm-M,High Protein Breakfast for Fat loss and Muscle gain,High Protein Breakfast for Fat loss and Muscle gain,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
15,vh_full_intelligence_20260905_162923_bbee5e,FULL_INTELLIGENCE,"Fat-burning habits, exercise and metabolism",11,11,x3UzDgOrnd8,Do These 5 Things to Burn Belly Fat,Do These 5 Things to Burn Belly Fat,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162923_bbee5e\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",1,9,1FU6KwaSw0E,How to Fix Your Body Posture (No More Slouching!),How to Fix Your Body Posture (No More Slouching ),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",2,9,9BQ40Q8l7ek,Lose Love Handles in FOREVER (Men & Women) | FASTEST WAY,Lose Love Handles in FOREVER (Men & Women) FASTEST WAY,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",3,9,PPBZcXyhH_M,COMPLETE BEGINNERS GUIDE TO GYM - 15 Gym Tips for Beginners,COMPLETE BEGINNERS GUIDE TO GYM - 15 Gym Tips for Beginners,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",4,9,SlGIjCPlWF0,7 Trending Fitness Advices in India That Need Your Attention,7 Trending Fitness Advices in India That Need Your Attention,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",5,9,Y2L2kBthqNE,"Stop Walking 10,000 Steps/Day (do this for 10 minutes instead)","Stop Walking 10,000 Steps Day (do this for 10 minutes instead)",Get Fit with Payas,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",6,9,e9iTLyPLb8U,INCREASE HEIGHT - How to Increase Height Naturally,INCREASE HEIGHT - How to Increase Height Naturally,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",7,9,iUY-JJUueqI,WHICH BODY TYPE ARE YOU? How to Train & Eat for YOUR body type?,WHICH BODY TYPE ARE YOU How to Train & Eat for YOUR body type,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",8,9,majCZ5SMp7Q,BIGGEST Fitness Myths you need to STOP Believing,BIGGEST Fitness Myths you need to STOP Believing,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
16,vh_full_intelligence_20260905_162924_5c143a,FULL_INTELLIGENCE,"Fitness basics, posture and body composition",9,9,zMXQXe03dSI,FREE Google Fitbit Air vs Expensive WHOOP — 7 Days Review ✅,FREE Google Fitbit Air vs Expensive WHOOP — 7 Days Review ✅,Techno Ruhez,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162924_5c143a\CHATGPT_PACKAGE.json
17,vh_full_intelligence_20260905_162925_61ec48,FULL_INTELLIGENCE,Food habits and eating practices,1,2,OYpXKocfWlU,8 Mistakes You are Making After Eating a Meal,8 Mistakes You are Making After Eating a Meal,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162925_61ec48\CHATGPT_PACKAGE.json
17,vh_full_intelligence_20260905_162925_61ec48,FULL_INTELLIGENCE,Food habits and eating practices,2,2,PtSjjISiSs0,Eating Healthy on Indian Streets Under Rs 200,Eating Healthy on Indian Streets Under Rs 200,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162925_61ec48\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",1,12,-9t8G3r8HrA,5 Brands That Fooled Us with their Cheap Marketing (Shocking Reality),5 Brands That Fooled Us with their Cheap Marketing (Shocking Reality),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",2,12,34F9MqgQhxg,7 Wrong Food Combinations That You Must Avoid,7 Wrong Food Combinations That You Must Avoid,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",3,12,3IYM8K9ZtWw,How to Get Rid of Toxic Waste Inside the Body?,How to Get Rid of Toxic Waste Inside the Body,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",4,12,6YXPuEL-ti4,5 Poisonous Foods That Can Kill You,5 Poisonous Foods That Can Kill You,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",5,12,N_dVcI5p5ck,5 Daily Products You Should Stop Using Immediately (With Healthier Alternatives),5 Daily Products You Should Stop Using Immediately (With Healthier Alternatives),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",6,12,gcNGaTYwA3I,4 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),4 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",7,12,hRdUnvkmaF4,The Ugly Truth about McDonald's French Fries - SCIENTIFIC PROOF!,The Ugly Truth about McDonald's French Fries - SCIENTIFIC PROOF,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",8,12,qOmM94CvOLs,6 Foods You Eat that are a Lie (EXPOSED!),6 Foods You Eat that are a Lie (EXPOSED ),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",9,12,vTYuNp7wq10,5 Products at Your Home That You Should Stop Using Immediately ( With Safe Alternatives),5 Products at Your Home That You Should Stop Using Immediately ( With Safe Alternatives),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",10,12,xYah1XWcm4s,5 Popular Food Products That Need Your Attention (Revealing),5 Popular Food Products That Need Your Attention (Revealing),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",11,12,xnu-7K-IikM,5 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),5 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
18,vh_full_intelligence_20260905_162926_e20d21,FULL_INTELLIGENCE,"Food safety, misleading products and consumer claims",12,12,ypkpJRyxgxE,5 Daily Winter Products That You Should Throw Away Immediately (With Healthier Alternatives),5 Daily Winter Products That You Should Throw Away Immediately (With Healthier Alternatives),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162926_e20d21\CHATGPT_PACKAGE.json
19,vh_full_intelligence_20260905_162931_bd17f6,FULL_INTELLIGENCE,"Fruit, vegetables and produce safety",1,5,Fw1HKAOyO54,6 Reasons You Are Eating Fruits the Wrong Way,6 Reasons You Are Eating Fruits the Wrong Way,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162931_bd17f6\CHATGPT_PACKAGE.json
19,vh_full_intelligence_20260905_162931_bd17f6,FULL_INTELLIGENCE,"Fruit, vegetables and produce safety",2,5,Qn2AjYZZo-8,How to ACTUALLY Remove Pesticides from Fruits & Vegetables (Practical Solution),How to ACTUALLY Remove Pesticides from Fruits & Vegetables (Practical Solution),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162931_bd17f6\CHATGPT_PACKAGE.json
