package_number,package_id,profile,group_name,video_position,video_count,package_transcript_chars,video_transcript_chars,split_reason,video_id,actual_title,clean_title,channel,transcript_status,evidence_grade,upload_file
5,vh_full_intelligence_20260906_155942_5d560b,FULL_INTELLIGENCE,"Mind Wellness, Lifestyle Habits, Sleep and Yoga",20,22,181530,8739,parent_group,lNvBXLbInXE,7 Min Daily Yoga Routine for Beginners (Follow Along),"Beginner Yoga/Pranayama Routine: Om, Bhastrika, Kapalbhati, Alternate-Nostril Breathing, Bhramari and Two Stretches",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155942_5d560b\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260906_155942_5d560b,FULL_INTELLIGENCE,"Mind Wellness, Lifestyle Habits, Sleep and Yoga",21,22,181530,14976,parent_group,s2NQhpFGIOg,15 Min Daily Yoga Routine for Beginners (Follow Along),15-Minute Daily Yoga Routine for Beginners,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155942_5d560b\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260906_155942_5d560b,FULL_INTELLIGENCE,"Mind Wellness, Lifestyle Habits, Sleep and Yoga",22,22,181530,8428,parent_group,xRppi-Ezowg,"How to Balance Vata Dosha Naturally? (Gas, Bloating, Body Pains, Dry Skin)","Balancing Vata Dosha: Ayurvedic Oil Massage, Diet, Routine, Yoga and Traditional Claims",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155942_5d560b\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",1,21,239886,17890,parent_group_package_boundary,0ZnNOVzYY3Q,"5 Proven Ways to Reduce Stomach Gas, Acidity & IBS","IBS Food Triggers and Alternatives: Wheat, Raw Foods, Legumes, Dairy, Millets, Bananas and Moong Dal",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",2,21,239886,19978,parent_group_package_boundary,0aBAqHcHpu8,Do This to Clear Your Stomach Every Morning,"Constipation Routine: Warm Fluids, Psyllium, Fiber, Better Toilet Posture, Figs, Walking and Earlier Dinner",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",3,21,239886,11474,parent_group_package_boundary,6ZUFT0CwU1w,The Only Diet Plan That Ayurveda Recommends (Men & Women),"Ayurvedic Diet Principles: Fresh Food, Meal Timing, Digestion and Individual Constitution",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",4,21,239886,9999,parent_group_package_boundary,7F6PRVqNna8,Cure Constipation Permanently in 5 Steps (Effective Ayurvedic Routine),"Constipation Routine Reviewed: Toilet Posture, Fiber, Flaxseed, Ayurvedic Tonics and Castor Oil",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",5,21,239886,13193,parent_group_package_boundary,F31ErEAoXnc,Gut Detox: How To Repair & Clean Your Gut Naturally,"Gut Health in 5 Steps: Meal Spacing, Plant Diversity, Earlier Eating, Stress Reduction and Avoiding Unnecessary Antibiot",Think Science,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",6,21,239886,10960,parent_group_package_boundary,GYAM59KENZo,5 Amazing Foods to Improve Gut Health,"5 Gut-Friendly Foods: Curd, Oats, Ginger, Grapes and Fennel Seeds",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",7,21,239886,7591,parent_group_package_boundary,JlD_ALoujtM,How to Reset the Gut? (Detox Your Intestines),"Gut 'Reset' Claims Reviewed: Psyllium, Triphala, Carrot Kanji, Fiber and Lifestyle",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",8,21,239886,7752,parent_group_package_boundary,LcjxB_yO3to,10 Ways to Improve Digestive System - Get INSTANT Boost Naturally,"10 Digestion Tips: Cumin, Hing, Psyllium, Ajwain/Fennel, Aloe, Fiber, Activity, Vajrasana and Chewing",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",9,21,239886,10744,parent_group_package_boundary,bcZ9_kClq6I,10 Interesting & Useful Ayurvedic Facts About Your Body That You Should Know,"10 Ayurvedic Body Facts: Traditional Interpretations of Digestion, Sleep, Routine and Constitution",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",10,21,239886,9230,parent_group_package_boundary,dE4i4LUq2R4,9 Signs Your Body is Asking for Help (With Solution),"9 Body Warning Signs: Pale Nails, Smelly Gas, Muscle Cramps, Foot Pain, Puffy Face, Dry Skin, Anal Itching, Swollen Gums",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",11,21,239886,16949,parent_group_package_boundary,8zl7lF4Mb5E,Do This & Your Body Will Eat Its Own Diseases,"Early Dinner, Overnight Fasting and Autophagy: The Video's Body-Repair Routine",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",12,21,239886,9092,parent_group_package_boundary,F4wUMbrUR78,5 Amazing Ways to Stop Overeating (once and for all),"5 Ways to Reduce Overeating Through Meal Structure, Awareness and Better Food Choices",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",13,21,239886,12310,parent_group_package_boundary,L9H16WSFF-U,Eating Full Day with an Indian Farmer 🇮🇳,"A Day Eating with an Indian Farmer: Bajra Roti, Raita, Buttermilk, Seasonal Fruit, Early Dinner and Farm Work",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",14,21,239886,5540,parent_group_package_boundary,SBVkI7tAUm4,Your Organs After 36 Hours Without Food,"What Happens During a 36-Hour Fast: Glycogen, Ketosis, Autophagy, Risks and Refeeding",Young Scientist School,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",15,21,239886,8874,parent_group_package_boundary,SHICcnohvTE,5 Foods That You Must Avoid in Dinner! (& Best Foods),"Dinner Foods the Video Says to Limit: Leafy Vegetables, Salads, Sprouts, Curd, Fruit and Heavy Meals",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",16,21,239886,15897,parent_group_package_boundary,up1fvFIecWw,"Drink this Tea for a Month, the Result Will Amaze You","How the Video Suggests Making Tea: Avoid Overboiling, Limit Sugar, Add Spices and Mind Caffeine Timing",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",17,21,239886,11307,parent_group_package_boundary,K813P2p0IU0,Full Day of Eating Healthy on Indian Streets (Outside Food) | Fit Tuber,"Eating Healthier on Indian Streets: Idli, Customized Thali, Roasted Corn, Bhel, Paneer and Light Dinner Options",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",18,21,239886,20194,parent_group_package_boundary,Kkn_u1gK1kw,7 Yummy Lunch Box Ideas for a Week (in 2025),"7 Lunchbox Ideas: One-Pot Rajma Rice, Kala Chana Salad, Millet Curd Rice, Paneer Besan Chilla, Hung-Curd Jowar Roll, Lau",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",19,21,239886,5277,parent_group_package_boundary,s7tEurbw1zU,What Happens if You Eat Dinner After 7 PM?  (WITH SOLUTION),"If You Must Eat Dinner Late: Light Meals, Mindful Eating, Walking, Vajrasana and a Two-Hour Sleep Gap",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",20,21,239886,5321,parent_group_package_boundary,sCOyx-Wglss,How to Manage Diet in Hostel or PG | For College Students,"Healthy Hostel and PG Diet: Oats, Eggs or Paneer, Salad, Nuts, Chickpeas and Smart Mess Choices",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260906_155944_4dea8f,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",21,21,239886,10314,parent_group_package_boundary,px7qgNyf7kM,7 Refreshing & Tasty Milkshakes You Must Try this Summer,7 Refreshing Summer Milkshakes,Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155944_4dea8f\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260906_155946_3098ae,FULL_INTELLIGENCE,"Digestion, Eating Patterns and Practical Diets",1,1,10676,10676,parent_group,BEzASBGeEIM,7 Healthy & Tasty Dinner Ideas for the Week (Vegetarian),"7 Quick Vegetarian Dinners: Palak Paneer Pulao, Kathi Roll, Corn Soup, Soya Biryani, Dal Dhokli, Millet Khichdi and Oats",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_3098ae\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,1,23,184511,14241,parent_group,-X5j5EBLNv8,7 Healthy & Easy Restaurant Style Recipes You Must Try (Vegetarian) | Fit Tuber,"7 Homemade Restaurant-Style Vegetarian Treats: Momos, Thai Green Curry, Pizza, Honey Chili Potato, Paneer Sandwich, Past",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,2,23,184511,12263,parent_group,BCuD36zzimU,Which are the Best Chips in India?,5 Healthier Crunchy Snack Alternatives to Popular Chips in India,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,3,23,184511,9360,parent_group,PtSjjISiSs0,Eating Healthy on Indian Streets Under Rs 200,"Eating Healthier on Indian Streets on a Budget: Breakfast, Thali, Snacks, Dal Chawal and Dessert Choices",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,4,23,184511,9226,parent_group,d4vAv6CG7M0,7 Quick & Healthy Lunch Box Ideas for the Week (Vegetarian),"7 Vegetarian Lunchbox Recipes: Beans Pulao, Paneer Roll, Sweet-Potato Vegetables, Cabbage Sandwich, Millet-Soya Biryani,",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,5,23,184511,8163,parent_group,ee0SfGSJOTc,7 Quick & Healthy Breakfast Options for the Week (Ditch the Paranthas),"7 Quick Indian Breakfasts: Besan Chilla, Tamarind Rice, Banana-Almond-Milk, Sweet Rice, Curd Rice, Ragi Malt and Cashew ",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,6,23,184511,7308,parent_group,g4GSHgFfaMA,"ALL ABOUT SPROUTS - Easy Preparation, Recipes & Benefits!","Sprouts at Home: Preparation, Savory and Sweet Recipes, and Eating Tips",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,7,23,184511,9504,parent_group,hLrny7Xjy2g,7 Quick & Healthy Dessert Ideas for your Sweet Tooth (Indian Dessert Recipes),"7 Homemade Desserts: Atta Halwa, Gajar Halwa, Walnut-Date Curd, Sweet-Potato Halwa, Kheer, Roti-Ghee-Jaggery and Coconut",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,8,23,184511,4552,parent_group,jwmNjJgZanM,5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),"Fast Homemade Ice Cream: Chocolate, Mango and Malai Kulfi Using Ice-Salt Bag Freezing",Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,9,23,184511,405,parent_group,pIf_TK2JC9M,Healthy Eggless Cake Recipe | No Bake | Raw Vegan diet,Healthy Eggless No-Bake Raw Vegan Cake Recipe,Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,10,23,184511,10710,parent_group,zeqeWQb9FCY,7 Quick & Healthy Breakfast Ideas for the Week (Vegetarian),"7 Indian Breakfast Recipes: Masala Idli, Sattu Paratha, Paneer Bhurji Sandwich, Red-Rice Poha, Banana-Oat Smoothie, Mill",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,11,23,184511,1840,parent_group,0mrrZYTvQ44,Homemade Peanut Butter Recipe   Easy|Healthy|Tasty,"Homemade Peanut Butter with Roasted Peanuts, Flaxseed and Cinnamon",Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,12,23,184511,9332,parent_group,5qgREntrTXs,Packaged Curd vs Homemade Curd - Which Curd is the Best?,"Packaged vs Homemade Curd: Ingredients, Cultures, Milk Choice and a Simple Homemade Method",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,13,23,184511,10871,parent_group,65A_lShqZA8,7 Reasons You Are Eating Curd the Wrong Way,"7 Curd 'Mistakes' Reviewed: Salt, Nighttime Eating, Raita, Heating, Daily Use and Homemade Curd",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,14,23,184511,11064,parent_group,DujE3X1X4Yg,How to Make Tofu at home | Vegan Paneer | Dairy-free Paneer | Soya Paneer | 25rs मे 500gms पनीर बनाए,"Homemade Masala Tofu from Soybeans: Soy Milk, Vinegar Coagulation and Pressing",Homemade Happiness With Manisha,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,15,23,184511,7363,parent_group,IFRaJrS0Qyo,Full day of Eating - No Cooking,"Full Day of Eating Without Cooking: Banana-Peanut Butter Sandwich, Puffed-Rice Chana Bowl, Fruit-Curd Snack and Paneer S",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,16,23,184511,2405,parent_group,MLcQ0yIGq1c,HOMEMADE PROTEIN SHAKE  - Cheap and Easy Recipe for Muscle building and Fat loss,"Homemade Protein Shake for Muscle Building and Fat Loss: Milk, Fruit, Peanut Butter or Nuts, About 21 g Protein per Serv",Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,17,23,184511,2773,parent_group,STwFTUM0EHs,STOP Buying Greek Yogurt! Make Thick Creamy Yogurt at Home (Only 2 Ingredients 😳),Two-Ingredient Thick Homemade Yogurt: Simple Greek-Style Yogurt Method,My Lockdown Rasoi,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,18,23,184511,818,parent_group,V8zN8saFXMQ,Gib ein Ei in kochende Milch – und du wirst nie wieder Käse kaufen! 🧀🔥,"Easy Homemade Fresh Cheese with Milk, Eggs, Salt and Yogurt",Käse zu Hause,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,19,23,184511,18081,parent_group,bHzxdWpWhW4,5 Best Foods For Rapid Weight Gain (Naturally),"Healthy Weight-Gain Foods: Milk Dalia, Curd-Potato, Banana-Peanut Butter, Roti-Rice, Paneer and Urad Dal",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,20,23,184511,10677,parent_group,e2JiidC3qO4,Full day of Eating - Weight Gain (Muscle) diet - Indian Style,"Full-Day Vegetarian Weight-Gain Diet: Cashew Upma, Chana-Rice-Roti Lunch, Banana-Peanut Butter Roti, Paneer-Urad Dinner ",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260906_155946_79f370,FULL_INTELLIGENCE,Healthy Recipes and Homemade Pantry Foods,21,23,184511,9020,parent_group,mbo5wXh1lWE,5 Simple & Creative Recipes to Try at Home (Vegetarian) | Fit Tuber,"5 Creative Vegetarian Recipes: Paneer Popcorn, Chickpea 'Coffee', Nankhatai, Banana-Peanut Butter Ice Cream and Katori C",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155946_79f370\CHATGPT_PACKAGE.json
