video_id,actual_title,title,channel,upload_date,library_category,youtube_category,transcript_available
LGLrGhsYE5M,Tywin Lannister: Before Game of Thrones | Animated Movie,Tywin Lannister Before Game of Thrones Animated Movie,Black Raven | Westeros,2026-07-14,Film & Animation,Film & Animation,True
LcjxB_yO3to,10 Ways to Improve Digestive System - Get INSTANT Boost Naturally,10 Ways to Improve Digestive System - Get INSTANT Boost Naturally,Fit Tuber,2018-07-20,Howto & Style,Howto & Style,True
Lg1wRs5Wb90,How to Achieve your Goal? (Stop Procrastination) by Bhagavad Gita ft. @beerbiceps,How to Achieve your Goal (Stop Procrastination) by Bhagavad Gita ft,Fit Tuber,2022-12-30,Howto & Style,Howto & Style,True
LpIgf_2Yi2c,Why Should I Start Meditation? (with Beginner's Day 1 Guide),Why Should I Start Meditation (with Beginner's Day 1 Guide),Fit Tuber,2020-04-17,Howto & Style,Howto & Style,True
MCD5xGPsnHg,Indian Lifestyle vs American Lifestyle - Which is Better? (Harsh Reality),Indian Lifestyle vs American Lifestyle - Which is Better (Harsh Reality),Fit Tuber,2020-05-29,Howto & Style,Howto & Style,True
MJcM3baHkqg,5 Amazing Isha Life Products by Sadhguru That You Should Try  (Not Sponsored),5 Amazing Isha Life Products by Sadhguru That You Should Try ( ),Fit Tuber,2020-09-11,Howto & Style,Howto & Style,True
MLcQ0yIGq1c,HOMEMADE PROTEIN SHAKE  - Cheap and Easy Recipe for Muscle building and Fat loss,HOMEMADE PROTEIN SHAKE - Cheap and Easy Recipe for Muscle building and Fat loss,Fit Tuber,2017-09-15,Howto & Style,Howto & Style,True
MdTfLzT5FZw,5 Products at Chemist Shop that Need Your Attention!,5 Products at Chemist Shop that Need Your Attention,Fit Tuber,2021-06-04,Howto & Style,Howto & Style,True
Mf0nw5Dlb8Y,Seth Rollins & Oba Femi vs The Vision Full Match | WWE Summer Tour 2026,Seth Rollins & Oba Femi vs The Vision Full Match WWE Summer Tour 2026,Vlog Warriors,2026-07-26,Sports,Sports,True
Mqe0NYVQZRY,How to Get Glowing Skin Overnight (Winter Skin Care Routine),How to Get Glowing Skin Overnight (Winter Skin Care Routine),Fit Tuber,2019-02-08,Howto & Style,Howto & Style,True
Mu3vP4GfRE0,"सिर्फ 7 दिन में कितनी भी पुरानी झाइयां, काले दाग धब्बे 100% जड़ से खत्म करें | Fit Tuber","सिर्फ 7 दिन में कितनी भी पुरानी झाइयां, काले दाग धब्बे 100% जड़ से खत्म करें",Fit Tuber,2025-12-26,Howto & Style,Howto & Style,True
N7yf7zQyBHk,Trump Dumps Pakistan - US Drops Munir From Iran Mediation After $10B Demand & INTEL Red FLAG? Kinjal,Trump Dumps Pakistan - US Drops Munir From Iran Mediation After $10B Demand & INTEL Red FLAG Kinjal,World Affairs by Unacademy,2026-08-04,Education,Education,True
NB6hRDVlrK0,5 Toxin Free Shampoos in India Under Rs 200 (Not Sponsored),5 Toxin Free Shampoos in India Under Rs 200 (Not Sponsored),Fit Tuber,2019-04-12,Howto & Style,Howto & Style,False
NWkJ72Vo3nk,Govt to allow fees on UPI payment above Rs 2000? Ankit Agrawal Study IQ,Govt to allow fees on UPI payment above Rs 2000 Ankit Agrawal Study IQ,StudyIQ IAS,2026-08-06,Education,Education,True
N_dVcI5p5ck,5 Daily Products You Should Stop Using Immediately (With Healthier Alternatives),5 Daily Products You Should Stop Using Immediately (With Healthier Alternatives),Fit Tuber,2020-10-23,Howto & Style,Howto & Style,True
NkdZ_N1mmjI,31 Tongue Signs Your Body is Asking for Help (With Solutions),31 Tongue Signs Your Body is Asking for Help (With Solutions),Fit Tuber,2020-11-20,Howto & Style,Howto & Style,True
NyEOHULKxz4,How to get rid of ACNE & PIMPLES Fast (Naturally),How to get rid of ACNE & PIMPLES Fast (Naturally),Fit Tuber,2017-10-20,Howto & Style,Howto & Style,True
O-v38a14cA0,"Wife thought he FORGOT their anniversary, but secretly he had THIS planned… 😭❤️","Wife thought he FORGOT their anniversary, but secretly he had THIS planned… 😭 ️",PrayerSong,2026-01-13,Music,Music,True
O6G0dQummog,How to treat Vitamin D Deficiency Naturally? (WARNING SIGNS),How to treat Vitamin D Deficiency Naturally? (WARNING SIGNS),Fit Tuber,2019-11-22,Howto & Style,Howto & Style,False
OJfH0j6iF8I,How to deal with Depression & Anxiety? (How I did it) | Fit Tuber,How to deal with Depression & Anxiety? (How I did it) | Fit Tuber,Fit Tuber,2020-01-03,Howto & Style,Howto & Style,False
OVAQXdFza54,20 Chocolates in India Ranked from Worst to Best,20 Chocolates in India Ranked from Worst to Best,Fit Tuber,2018-06-08,Howto & Style,Howto & Style,True
OYpXKocfWlU,8 Mistakes You are Making After Eating a Meal,8 Mistakes You are Making After Eating a Meal,Fit Tuber,2023-09-22,Howto & Style,Howto & Style,True
OZG38G2DQtY,BICEP WORKOUT - Workout at Home | Episode 5 - BICEPS | No Dumbbells,BICEP WORKOUT - Workout at Home | Episode 5 - BICEPS | No Dumbbells,Fit Tuber,2016-12-13,Sports,Sports,False
OnhHNETGc44,"Permanent Solution to Bloating, Dark Circles and Muscle Cramps","Permanent Solution to Bloating, Dark Circles and Muscle Cramps",Fit Tuber,2023-09-08,Howto & Style,Howto & Style,True
P1Gd0JJoRO4,5 Genius Habits that are Easy and Effective (#2 will surprise you),5 Genius Habits that are Easy and Effective ( will surprise you),Fit Tuber,2022-02-11,Howto & Style,Howto & Style,True
P9LW2lwgYiQ,6 Amazing Products Under Rs 799 that Make Healthy Lifestyle Easier,6 Amazing Products Under Rs 799 that Make Healthy Lifestyle Easier,Fit Tuber,2023-12-01,Howto & Style,Howto & Style,True
PIws4Rn-mZI,Top 5 Fruits for Fat Loss in INDIA,Top 5 Fruits for Fat Loss in INDIA,Fit Tuber,2017-09-22,Howto & Style,Howto & Style,True
PMtVwDiOcYI,15 Breakfast Cereals in India Ranked From Worst to Best,15 Breakfast Cereals in India Ranked From Worst to Best,Fit Tuber,2019-03-01,Howto & Style,Howto & Style,False
POKzKwFqaNE,20 Ice Creams in India Ranked from Worst to Best (in 2026),20 Ice Creams in India Ranked from Worst to Best (in 2026),Fit Tuber,2026-05-15,Howto & Style,Howto & Style,True
PPBZcXyhH_M,COMPLETE BEGINNERS GUIDE TO GYM - 15 Gym Tips for Beginners,COMPLETE BEGINNERS GUIDE TO GYM - 15 Gym Tips for Beginners,Fit Tuber,2017-09-08,Howto & Style,Howto & Style,True
PRlD8BWLQkQ,TURMERIC -  The Most Versatile Spice of India,TURMERIC -  The Most Versatile Spice of India,Fit Tuber,2018-12-14,Howto & Style,Howto & Style,False
PTtJJ5k0VHI,"Rhaegar Targaryen, the man who risked everything #shots #rhaegartargaryen #targaryen","Rhaegar Targaryen, the man who risked everything",Black Raven | Westeros,2026-04-03,Film & Animation,Film & Animation,True
Pcd28t9x8w8,5 Amazing Vegetarian Protein Foods Better Than Egg,5 Amazing Vegetarian Protein Foods Better Than Egg,Fit Tuber,2023-10-20,Howto & Style,Howto & Style,True
PtSjjISiSs0,Eating Healthy on Indian Streets Under Rs 200,Eating Healthy on Indian Streets Under Rs 200,Fit Tuber,2022-11-04,Howto & Style,Howto & Style,True
QC10nmqfekc,"FitTuber QNA | Legal Battles, Marriage Next Month?, Behind the Scenes etc | Q&A","FitTuber QNA Legal Battles, Marriage Next Month , Behind the Scenes etc Q&A",Fit Tuber,2019-09-20,Howto & Style,Howto & Style,True
Qd_SOd9RAeg,6 Early Warning Signs of Kidney Disease,6 Early Warning Signs of Kidney Disease,Fit Tuber,2024-08-09,Howto & Style,Howto & Style,True
Qev0A0iUzbo,White Hair to Black Hair Naturally in 5 Steps (Effective Ayurvedic Routine),White Hair to Black Hair Naturally in 5 Steps (Effective Ayurvedic Routine),Fit Tuber,2020-12-04,Howto & Style,Howto & Style,True
QhEE0EmhOaU,10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),Fit Tuber,2020-12-18,Howto & Style,Howto & Style,True
QjFLMxSbdJQ,Bloodraven Does Not Forgive#shorts #Bloodraven #BryndenRivers #DunkAndEgg#AKnightOfTheSevenKingdoms,Bloodraven Does Not Forgive#shorts,Black Raven | Westeros,2026-06-19,Film & Animation,Film & Animation,True
QjTxB_hUA9U,The Daily Bathing Secret That Will AMAZE You,The Daily Bathing Secret That Will AMAZE You,Fit Tuber,2025-05-30,Howto & Style,Howto & Style,True
Qn2AjYZZo-8,How to ACTUALLY Remove Pesticides from Fruits & Vegetables (Practical Solution),How to ACTUALLY Remove Pesticides from Fruits & Vegetables (Practical Solution),Fit Tuber,2019-03-29,Howto & Style,Howto & Style,True
QucgvbO5gsM,Free AI Tools So Good They're Making Paid Versions Obsolete,Free AI Tools So Good They're Making Paid Versions Obsolete,Vaibhav Sisinty,2026-07-22,Science & Technology,Science & Technology,True
RLg1hrKZ5FA,3 Amazing Health Drinks for Your Body,3 Amazing Health Drinks for Your Body,Fit Tuber,2025-05-02,Howto & Style,Howto & Style,True
RUDi7gf-zF4,10 Super Easy & Tasty Recipes to Try at Home (Vegetarian) | Fit Tuber,10 Super Easy & Tasty Recipes to Try at Home (Vegetarian) | Fit Tuber,Fit Tuber,2020-04-03,Howto & Style,Howto & Style,False
RUIi4c09HE0,10 Min Guided Meditation Session for Beginners (Follow Along),10 Min Guided Meditation Session for Beginners (Follow Along),Fit Tuber,2020-12-25,Howto & Style,Howto & Style,True
RWRDGnsQX_k,5 Amazing Patanjali Products You Should Try - NOT SPONSORED,5 Amazing Patanjali Products You Should Try,Fit Tuber,2018-07-27,Howto & Style,Howto & Style,True
RfinWpg9MYY,10 Toothpastes in India Ranked from Worst to Best,10 Toothpastes in India Ranked from Worst to Best,Fit Tuber,2018-01-19,Howto & Style,Howto & Style,True
Rm0jYmIRN84,The ULTIMATE Ayurvedic Routine to Increase Memory & Concentration Power (4 STEPS) | Fit Tuber,The ULTIMATE Ayurvedic Routine to Increase Memory & Concentration Power (4 STEPS) | Fit Tuber,Fit Tuber,2020-02-14,Howto & Style,Howto & Style,False
Rpj-O4Lk6QI,How to Boost Testosterone Naturally - 6 WAYS,How to Boost Testosterone Naturally - 6 WAYS,Fit Tuber,2017-08-11,Howto & Style,Howto & Style,True
SAZotzpq8No,"Arthur Dayne, the Sword of the Morning #shorts #ArthurDayne #SwordOfTheMorning #GameOfThrones","Arthur Dayne, the Sword of the Morning",Black Raven | Westeros,2026-07-18,Film & Animation,Film & Animation,True
SBVkI7tAUm4,Your Organs After 36 Hours Without Food,Your Organs After 36 Hours Without Food,Young Scientist School,2026-02-20,Education,Education,True
SDJD85dLWwk,"The Only Free AI Tool Everyone Should Use, and it is Open Source","The Only Free AI Tool Everyone Should Use, and it is Open Source",Hasan Aboul Hasan,2026-08-08,Education,Education,True
SHICcnohvTE,5 Foods That You Must Avoid in Dinner! (& Best Foods),5 Foods That You Must Avoid in Dinner (& Best Foods),Fit Tuber,2022-01-28,Howto & Style,Howto & Style,True
SKhSKH_LHN4,Boost Your Immunity with This Diet Plan (Easy & Effective),Boost Your Immunity with This Diet Plan (Easy & Effective),Fit Tuber,2021-05-21,Howto & Style,Howto & Style,True
SRX5qJTVZMY,10 Most Underrated Ayurvedic Habits for a Healthy Lifestyle (Easy & Effective),10 Most Underrated Ayurvedic Habits for a Healthy Lifestyle (Easy & Effective),Fit Tuber,2021-02-12,Howto & Style,Howto & Style,True
STwFTUM0EHs,STOP Buying Greek Yogurt! Make Thick Creamy Yogurt at Home (Only 2 Ingredients 😳),STOP Buying Greek Yogurt Make Thick Creamy Yogurt at Home (Only 2 Ingredients 😳),My Lockdown Rasoi,2026-05-23,Howto & Style,Howto & Style,True
SZmNa9931eA,Which is the Best Face Wash in India? (in 2024),Which is the Best Face Wash in India (in 2024),Fit Tuber,2024-11-29,Howto & Style,Howto & Style,True
SlGIjCPlWF0,7 Trending Fitness Advices in India That Need Your Attention,7 Trending Fitness Advices in India That Need Your Attention,Fit Tuber,2020-12-11,Howto & Style,Howto & Style,True
SobRqlT0pOM,5 Foods That You Must Avoid in Breakfast (& Best Foods),5 Foods That You Must Avoid in Breakfast (& Best Foods),Fit Tuber,2023-12-29,Howto & Style,Howto & Style,True
SrfvgMH1NmY,7 Amazing Makeup Products in India that are Actually Natural,7 Amazing Makeup Products in India that are Actually Natural,Fit Tuber,2021-01-01,Howto & Style,Howto & Style,True
T6oCNc6_-uQ,ULTIMATE Ayurvedic Routine to Cure Cold & Cough Problems,ULTIMATE Ayurvedic Routine to Cure Cold & Cough Problems,Fit Tuber,2019-11-15,Howto & Style,Howto & Style,False
T6qnwU16Y48,Eat this Laddoo Every Morning & Results will Surprise You,Eat this Laddoo Every Morning & Results will Surprise You,Fit Tuber,2025-12-12,Howto & Style,Howto & Style,True
TDv7SVMt-Fw,How to Lose Weight Fast | 100% Results,How to Lose Weight Fast 100% Results,Fit Tuber,2017-03-03,Howto & Style,Howto & Style,True
TIEZQWSMfUM,#1 Fat Burning Tip - 10 Day Challenge,Fat Burning Tip - 10 Day Challenge,Fit Tuber,2017-07-21,Howto & Style,Howto & Style,True
TOAaMcVmVOg,Top 10 Cheapest Protein Foods in India (Veg & Non Veg),Top 10 Cheapest Protein Foods in India (Veg & Non Veg),Fit Tuber,2017-06-09,Howto & Style,Howto & Style,True
TPP-TeV0BDU,20 Face Washes in India Ranked from Worst to Best,20 Face Washes in India Ranked from Worst to Best,Fit Tuber,2018-03-02,Howto & Style,Howto & Style,False
TSyg05S-5-I,5 Morning Habits that can Ruin Your Day (& Best Morning Habits),5 Morning Habits that can Ruin Your Day (& Best Morning Habits),Fit Tuber,2021-06-25,Howto & Style,Howto & Style,True
TazjcZrTl7Y,"FREE UNLIMITED Claude Code (No NVIDIA NIM, No Ollama!) - Fastest Responses [2026]","FREE UNLIMITED Claude Code (No NVIDIA NIM, No Ollama ) - Fastest Responses [2026]",Danish Sofi,2026-05-10,Science & Technology,Science & Technology,True
Tl13Z42277s,How to Take Daily Vitamins and Minerals through Common Foods?,How to Take Daily Vitamins and Minerals through Common Foods,Fit Tuber,2021-08-27,Howto & Style,Howto & Style,True
TmYbdBFxx20,10 Eye Care Habits Ranked from Worst to Best,10 Eye Care Habits Ranked from Worst to Best,Fit Tuber,2018-08-31,Howto & Style,Howto & Style,False
Tt-6djN5YvM,What your Poop Says about your Health? (Test your Body)💩,What your Poop Says about your Health (Test your Body),Fit Tuber,2020-01-17,Howto & Style,Howto & Style,True
U97qYFkja8c,Modi की IIT Entry पे Liberals MELTDOWN 🤡 | Lol Patrol,Modi की IIT Entry पे Liberals MELTDOWN 🤡 Lol Patrol,LOL Patrol,2026-08-10,People & Blogs,People & Blogs,True
UBZdJR5zEBk,"How to take care of your Ears? (Improve Hearing, Tinnitus, Pain)","How to take care of your Ears (Improve Hearing, Tinnitus, Pain)",Fit Tuber,2021-09-24,Howto & Style,Howto & Style,True
UVHOJM0bdVc,"3 Health Drinks to Replace Collagen, Protein Powder & Multivitamin","3 Health Drinks to Replace Collagen, Protein Powder & Multivitamin",Fit Tuber,2024-09-20,Howto & Style,Howto & Style,True
UWCf9pDTmJI,"करी पत्ता है, कमाल। .. #drrobin #ayurved #food #doctor #remedy","करी पत्ता है, कमाल।",Dr.Robin Sharma,2026-08-03,Education,Education,True
Ua0VBPXN5j8,Children of 90's | Taare Zameen Par song,Children of 90's Taare Zameen Par song,Fit Tuber,2016-11-14,Nonprofits & Activism,Nonprofits & Activism,True
UgIfDo9e_Jk,How to Keep Fruits & Vegetables Fresh for Longer?,How to Keep Fruits & Vegetables Fresh for Longer,Fit Tuber,2022-04-22,Howto & Style,Howto & Style,True
UnjiirIHTYU,How to Improve Leg Circulation | Only 3 Exercises You Need to Know,How to Improve Leg Circulation Only 3 Exercises You Need to Know,Dr Pote's Vascular Clinic,2026-07-30,Education,Education,True
UposRQt67Dg,7 Quick & Healthy Drinks You Should Master ( My Favourites),7 Quick & Healthy Drinks You Should Master ( My Favourites),Fit Tuber,2018-10-26,Howto & Style,Howto & Style,True
V8zN8saFXMQ,Gib ein Ei in kochende Milch – und du wirst nie wieder Käse kaufen! 🧀🔥,Gib ein Ei in kochende Milch – und du wirst nie wieder Käse kaufen 🧀,Käse zu Hause,2025-02-24,People & Blogs,People & Blogs,True
VK-G0vkfqOQ,5 Daily Foods You Are Eating the Wrong Way,5 Daily Foods You Are Eating the Wrong Way,Fit Tuber,2020-01-31,Howto & Style,Howto & Style,True
VVPFk1TIaUc,What Will Happen if You Quit Sugar for 21 Days (6 Healthy Alternatives),What Will Happen if You Quit Sugar for 21 Days (6 Healthy Alternatives),Fit Tuber,2018-10-12,Howto & Style,Howto & Style,False
V_t51u1tBJc,"How I Make $24,937/mo Posting YouTube Shorts (Using Claude AI)","How I Make $24,937 mo Posting YouTube Shorts (Using Claude AI)",Kellan Henneberry,2026-06-28,People & Blogs,People & Blogs,True
VriBoTeMByk,The Tragic Story of Tyrion & Tysha #TyrionLannister #Tysha #Westeros #GeorgeRRMartin #Shorts,The Tragic Story of Tyrion & Tysha,Black Raven | Westeros,2026-07-14,Film & Animation,Film & Animation,True
VtUxnAj5HsI,"🔥 Kamzor Baap Nikla Deadly K!ller… Beti Ke Liye Jo Kiya, Sab Shock | Kdrama Explained in Hindi","Kamzor Baap Nikla Deadly K ller… Beti Ke Liye Jo Kiya, Sab Shock Kdrama Explained in Hindi",Alex Explainer Hindi,2026-08-01,Film & Animation,Film & Animation,True
Vw5kOT9ocjk,11 Ayurvedic Food Combinations That You Must Try (#3 will Surprise you),11 Ayurvedic Food Combinations That You Must Try ( will Surprise you),Fit Tuber,2021-10-22,Howto & Style,Howto & Style,True
WJ2xwLRI3pE,How to Avoid Buying Wrong Fruits and Vegetables? ft @SatishRayTV,How to Avoid Buying Wrong Fruits and Vegetables ft,Fit Tuber,2022-12-16,Howto & Style,Howto & Style,True
WLsl3M26K-I,How to get rid of Man Boobs? Workout and Diet Tips.,How to get rid of Man Boobs Workout and Diet Tips,Fit Tuber,2017-02-18,Howto & Style,Howto & Style,True
WUWdVtbZrLQ,Weed vs Alcohol | Which is Better? (Myth Busted) ft.@beyounick,Weed vs Alcohol Which is Better (Myth Busted) ft,Fit Tuber,2020-07-17,Howto & Style,Howto & Style,True
WYt9VnY6PmY,How to Purify Your Blood Naturally?,How to Purify Your Blood Naturally,Fit Tuber,2021-07-16,Howto & Style,Howto & Style,True
WxQ-FVRVuaI,Rhaegar and Lyanna’s wedding. #gameofthrones #rhaegartargaryen #westeros #lyanna,Rhaegar and Lyanna’s wedding,Black Raven | Westeros,2026-05-24,Film & Animation,Film & Animation,True
XB_o_yKvQkI,How to Reduce FACE FAT (Chubby Cheeks and Double Chin),How to Reduce FACE FAT (Chubby Cheeks and Double Chin),Fit Tuber,2017-03-17,Howto & Style,Howto & Style,True
XCRPbZ_vVb4,5 Period Mistakes that Every Woman Should Avoid,5 Period Mistakes that Every Woman Should Avoid,Fit Tuber,2023-06-16,Howto & Style,Howto & Style,True
X_CvsRskWeE,10 Hair Care Habits Ranked from Worst to Best,10 Hair Care Habits Ranked from Worst to Best,Fit Tuber,2018-08-17,Howto & Style,Howto & Style,False
XctGOSf08js,5 Indian Superfoods You Must Eat (My Picks),5 Indian Superfoods You Must Eat (My Picks),Fit Tuber,2020-06-19,Howto & Style,Howto & Style,True
Y2L2kBthqNE,"Stop Walking 10,000 Steps/Day (do this for 10 minutes instead)","Stop Walking 10,000 Steps Day (do this for 10 minutes instead)",Get Fit with Payas,2026-06-11,Education,Education,True
YHdxBff_M6k,10 Late Night Snacks Options in India Ranked from Worst to Best,10 Late Night Snacks Options in India Ranked from Worst to Best,Fit Tuber,2018-06-22,Howto & Style,Howto & Style,True
YN7kv9j4J_4,7 Products for Weight Loss That Need Your Attention!,7 Products for Weight Loss That Need Your Attention,Fit Tuber,2020-05-15,Howto & Style,Howto & Style,True
YQsQjFO0uBk,49 Signs Your Body is Crying for Help (WITH SOLUTION),49 Signs Your Body is Crying for Help (WITH SOLUTION),Fit Tuber,2020-07-31,Howto & Style,Howto & Style,True
YiPiB7hwxGc,ULTIMATE Ayurvedic Routine to Get Rid of Pimples & Acne Permanently (Men & Women),ULTIMATE Ayurvedic Routine to Get Rid of Pimples & Acne Permanently (Men & Women),Fit Tuber,2021-03-12,Howto & Style,Howto & Style,True
Yl_UEHuDMnQ,5 Superfoods of India You Must Eat (My Picks),5 Superfoods of India You Must Eat (My Picks),Fit Tuber,2018-11-09,Howto & Style,Howto & Style,False
Ypq6bEh_CnM,7 S*x Mistakes that Everyone Should Avoid,7 S x Mistakes that Everyone Should Avoid,Fit Tuber,2024-01-12,Howto & Style,Howto & Style,True
Yq0cuX__wck,"5 Amazing Ways to Reduce Body Heat (Hairfall, Pimples, Acidity)","5 Amazing Ways to Reduce Body Heat (Hairfall, Pimples, Acidity)",Fit Tuber,2019-03-15,Howto & Style,Howto & Style,False
Z8dAhgsHwQg,3 Foods That Naturally Decrease Cortisol (The Stress Hormone),3 Foods That Naturally Decrease Cortisol (The Stress Hormone),Fit Tuber,2025-11-14,Howto & Style,Howto & Style,True
Zr1SWGrQTIc,Complete Movie | All Three Previously Released Parts Combined,Complete Movie | All Three Previously Released Parts Combined,Black Raven | Westeros,2026-06-27,Film & Animation,Film & Animation,False
_3beJopLD2Y,5 Products at the Chemist Shop that Need Your Attention!,5 Products at the Chemist Shop that Need Your Attention,Fit Tuber,2020-02-28,Howto & Style,Howto & Style,True
_9YXliQTAkg,How To Create VOX STYLE Animation 100% FREE (NO PAID TOOLS),How To Create VOX STYLE Animation 100% FREE (NO PAID TOOLS),Mark Ai Guy,2026-08-02,Education,Education,True
_d1VU6A5Cd4,ABS WORKOUT - Workout at Home | Episode 8 - LOWER ABS | 5 min workout,ABS WORKOUT - Workout at Home Episode 8 - LOWER ABS 5 min workout,Fit Tuber,2016-12-24,Sports,Sports,True
_eljsPT1Qws,10 Cooking Utensils in India Ranked from Worst to Best,10 Cooking Utensils in India Ranked from Worst to Best,Fit Tuber,2019-01-11,Howto & Style,Howto & Style,True
_kHuBGn5yoQ,5 Things that are just Magical for Skin Glow✨,5 Things that are just Magical for Skin Glow,Fit Tuber,2024-05-03,Howto & Style,Howto & Style,True
_mUsMQL8DuA,Build Your Calves with these 3 Secret Home Exercises,Build Your Calves with these 3 Secret Home Exercises,FitBurn Studio,2026-04-23,Education,Education,True
_tSN_1OlcEg,World's best Dental powder.. #drrobin #ayurved #food #doctor #remedy,World's best Dental powder,Dr.Robin Sharma,2026-07-20,Education,Education,True
_u6yrYAP_7w,Try This DIY Hair Mask और पाएं रेशमी घने बाल,Try This DIY Hair Mask और पाएं रेशमी घने बाल,Fit Tuber,2026-02-20,Howto & Style,Howto & Style,True
_uLdo-Buoz8,Create This New Ai Niche & Go Viral In 48hrs | 100% FREE Tools,Create This New Ai Niche & Go Viral In 48hrs 100% FREE Tools,Mark Ai Guy,2026-07-16,People & Blogs,People & Blogs,True
_urKrTNH5G0,Which is the Best Cooking Oil in Indian Market?,Which is the Best Cooking Oil in Indian Market,Fit Tuber,2019-04-19,Howto & Style,Howto & Style,True
a01zsrKBOCU,5 Quick & Healthy Drinks that Fire You Up 🔥  (#1 is My Favourite),5 Quick & Healthy Drinks that Fire You Up 🔥  (#1 is My Favourite),Fit Tuber,2019-01-04,Howto & Style,Howto & Style,False
aMheJmu5YfU,12 Strange Signs Your Body Is Burning Fat (Not Sugar),12 Strange Signs Your Body Is Burning Fat (Not Sugar),Ryan Taylor (Natural Remedies),2026-05-01,Education,Education,True
aW816rEx_WQ,Dunk & Egg: Animated Story | After Ashford,Dunk & Egg Animated Story After Ashford,Black Raven | Westeros,2026-06-17,Film & Animation,Film & Animation,True
azsMvdSI3cU,10 Sleeping Habits Ranked from Worst to Best,10 Sleeping Habits Ranked from Worst to Best,Fit Tuber,2018-08-24,Howto & Style,Howto & Style,False
bHzxdWpWhW4,5 Best Foods For Rapid Weight Gain (Naturally),5 Best Foods For Rapid Weight Gain (Naturally),Fit Tuber,2025-10-03,Howto & Style,Howto & Style,True
bRsQuDUnU4g,5 Indian Superfoods You Must Eat ft. @AbhiandNiyu,5 Indian Superfoods You Must Eat ft,Fit Tuber,2021-04-16,Howto & Style,Howto & Style,True
bcZ9_kClq6I,10 Interesting & Useful Ayurvedic Facts About Your Body That You Should Know,10 Interesting & Useful Ayurvedic Facts About Your Body That You Should Know,Fit Tuber,2021-02-26,Howto & Style,Howto & Style,True
bgx6nHUNILg,20 Soaps in India Ranked from Worst to Best,20 Soaps in India Ranked from Worst to Best,Fit Tuber,2018-02-02,Howto & Style,Howto & Style,False
c5iae3FZK_4,White Discharge - What's Normal & What is Not?,White Discharge - What's Normal & What is Not,Fit Tuber,2023-11-03,Howto & Style,Howto & Style,True
c6yvIGvLWC8,Which is the Best Soap & Body Wash in India (in 2025)?,Which is the Best Soap & Body Wash in India (in 2025),Fit Tuber,2025-03-21,Howto & Style,Howto & Style,True
c7jWQZf8jvo,9 Common S*x Mistakes That You Must Avoid,9 Common S x Mistakes That You Must Avoid,Fit Tuber,2022-03-11,Howto & Style,Howto & Style,True
cLh2VdPBWSM,3 Powerful Herbs that You Should Start Using,3 Powerful Herbs that You Should Start Using,Fit Tuber,2024-11-01,Howto & Style,Howto & Style,True
cO8cccJkQ1c,20 Min Full Body Workout For Beginners (Follow Along) | Men & Women,20 Min Full Body Workout For Beginners (Follow Along) Men & Women,Fit Tuber,2021-10-08,Howto & Style,Howto & Style,True
ci-uXyWw5R4,6 Women Products That You Should Stop Using Immediately (With Healthier Alternatives),6 Women Products That You Should Stop Using Immediately (With Healthier Alternatives),Fit Tuber,2021-04-23,Howto & Style,Howto & Style,True
ci6viCNdAjI,10 Foods You'll Never Buy Again After Knowing How They Are Made,10 Foods You'll Never Buy Again After Knowing How They Are Made,Fit Tuber,2017-11-24,Howto & Style,Howto & Style,False
cuMlOIBY7zY,20 Hand Washes in India Ranked From Worst to Best,20 Hand Washes in India Ranked From Worst to Best,Fit Tuber,2019-09-06,Howto & Style,Howto & Style,True
d02j1cBsdDQ,Eat 1 Teaspoon Before Bed — Melts Belly Fat Like Ozempic | Dr. Mandell,Eat 1 Teaspoon Before Bed — Melts Belly Fat Like Ozempic Dr. Mandell,motivationaldoc,2025-07-03,People & Blogs,People & Blogs,True
d40K62Iqnfk,High Protein Indian Bodybuilding Meal - Vegetarian,High Protein Indian Bodybuilding Meal - Vegetarian,Fit Tuber,2016-12-17,Howto & Style,Howto & Style,True
d4vAv6CG7M0,7 Quick & Healthy Lunch Box Ideas for the Week (Vegetarian),7 Quick & Healthy Lunch Box Ideas for the Week (Vegetarian),Fit Tuber,2019-02-22,Howto & Style,Howto & Style,True
dAqQqmaI9vY,30 Min Daily Yoga Routine for Beginners (Follow Along),30 Min Daily Yoga Routine for Beginners (Follow Along),Fit Tuber,2021-04-02,Howto & Style,Howto & Style,True
dE4i4LUq2R4,9 Signs Your Body is Asking for Help (With Solution),9 Signs Your Body is Asking for Help (With Solution),Fit Tuber,2023-02-10,Howto & Style,Howto & Style,True
dQadi21TIwc,How to lead a Healthy Sex Life as per Ayurveda? (Men & Women),How to lead a Healthy Sex Life as per Ayurveda (Men & Women),Fit Tuber,2020-10-02,Howto & Style,Howto & Style,True
dkeHhKP7vR0,I Built the 'Perfect' Morning Routine Inspired by Indian Celebs,I Built the 'Perfect' Morning Routine Inspired by Indian Celebs,Fit Tuber,2025-02-07,Howto & Style,Howto & Style,True
dtP8pTwQgc8,How to Identify Fresh Fruits and Vegetables in Indian Market? ft. @KabitasKitchen,How to Identify Fresh Fruits and Vegetables in Indian Market ft,Fit Tuber,2021-04-09,Howto & Style,Howto & Style,True
