video_id,actual_title,title,channel,upload_date,library_category,youtube_category,transcript_available,transcript_characters,video_duration_seconds,video_type
FT01_aAaAvQ,Aegon Targaryen — The Conqueror | Animated Story | Part 1,"Aegon the Conqueror Part 1: The Prophecy, Visenya and Rhaenys, the Painted Table and the Decision to Invade Westeros",Black Raven | Westeros,2026-03-08,Film & Animation,Film & Animation,True,9712,0.0,full_youtube_video
Fw1HKAOyO54,6 Reasons You Are Eating Fruits the Wrong Way,"6 Fruit-Eating Rules: Whole Fruit, Local Produce, Fresh Cutting, Meal Timing and Milk Combinations",Fit Tuber,2018-10-19,Howto & Style,Howto & Style,True,9350,0.0,full_youtube_video
G-lzFmHgoyE,5 Toxin Free Bathing Soaps in India Under Rs 199 (Not Sponsored),5 Bathing Soaps in India Under ₹199 Reviewed for Simpler Ingredients,Fit Tuber,2019-11-08,Howto & Style,Howto & Style,True,9509,0.0,full_youtube_video
GMKDcbv6wJs,How to Stop Being Lazy in 5 Easy Steps (FEEL ENERGETIC),How to Stop Being Lazy in 5 Easy Steps (FEEL ENERGETIC),Fit Tuber,2020-03-27,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
GWQu3k9ls3g,5 Common Diet Myths that Prevent Weight loss,5 Diet Myths That Can Complicate Weight Loss,Fit Tuber,2016-10-06,Howto & Style,Howto & Style,True,2668,0.0,full_youtube_video
GYAM59KENZo,5 Amazing Foods to Improve Gut Health,"5 Gut-Friendly Foods: Curd, Oats, Ginger, Grapes and Fennel Seeds",Fit Tuber,2024-03-08,Howto & Style,Howto & Style,True,10960,0.0,full_youtube_video
GYHM2df0DGQ,Stop Knee Pain NOW! 2 Exercises To Strengthen Your Knees,"2 Knee-Strengthening Exercises: Isometric Lunge Holds and Wall Sits, Plus Extension and Recovery Tips",Health Reveal ,2025-06-29,People & Blogs,People & Blogs,True,8484,0.0,full_youtube_video
GYYpP8ihJ20,"This Breakfast MELTED My Belly Fat. I Eat It Every Morning – No Sugar, No Cooking!","No-Cook Overnight Breakfast Jar with Yogurt, Banana, Oats and Walnuts",Genuss im Glas,2026-02-25,People & Blogs,People & Blogs,True,1091,0.0,full_youtube_video
HLfBMPErl3Q,One Day Personal Body Care Routine to do once a month (Lockdown Special),Once-a-Month Personal Body-Care and Self-Care Routine,Fit Tuber,2020-04-10,Howto & Style,Howto & Style,True,11952,0.0,full_youtube_video
HWFFFrW4aZY,Aegon Targaryen — The Conqueror | Part 3,Aegon Targaryen — The Conqueror | Part 3,Black Raven | Westeros,2026-04-23,Film & Animation,Film & Animation,False,0,0.0,full_youtube_video
Hk4Zhx0M0PE,5 Most Dangerous Ingredients in Your Daily Foods (Worse than Sugar),"5 Food Additives/Ingredients Reviewed: Hydrogenated Fat, INS 627/631/635, Polysorbate 80, Maltodextrin and Nitrites",Fit Tuber,2026-03-20,Howto & Style,Howto & Style,True,15597,0.0,full_youtube_video
I940IIine5g,10 Digestion Habits Ranked from Worst to Best,10 Digestion Habits Ranked from Worst to Best,Fit Tuber,2019-07-26,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
IA3pZKYB0ew,How to Remove Dental Plaque & Prevent Cavities?,"Dental Plaque and Cavity Prevention: Brushing, Cleaning Between Teeth, Diet and Dental Care",Fit Tuber,2024-11-15,Howto & Style,Howto & Style,True,14614,0.0,full_youtube_video
IFRaJrS0Qyo,Full day of Eating - No Cooking,"Full Day of Eating Without Cooking: Banana-Peanut Butter Sandwich, Puffed-Rice Chana Bowl, Fruit-Curd Snack and Paneer S",Fit Tuber,2018-07-06,Howto & Style,Howto & Style,True,7363,0.0,full_youtube_video
IOMnLG-9jzs,Is India secretly planning for Aksai Chin ?,Is India Planning for Aksai Chin?,Rishabh Bidhuri,2026-08-10,News & Politics,News & Politics,True,1252,0.0,full_youtube_video
IWd6RCyeVCM,5 Food Products Wrongly Marketed as Healthy - Part 2,5 Food Products Wrongly Marketed as Healthy - Part 2,Fit Tuber,2018-01-12,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
Ih5FtGD_Ofo,I haven't bought bread in a year! Just mix chia seeds with hot water!,Flourless Chia-Flax Flatbread and Red Bean-Lentil Seed Bread,Ella's healthy recipes,2026-07-17,Education,Education,True,1633,0.0,full_youtube_video
IiOKhg4RUrw,Learn AI Filmmaking in 8 Minutes | (Full Step-By-Step Workflow),"AI Filmmaking Workflow: Story, Shot References, Character Consistency, Video Generation and Finishing",The Bhavya Shah,2026-07-27,Education,Education,True,8587,0.0,full_youtube_video
IzrVhjZiy2M,How to Grow Indigo Plants & Process It into Blue Dye,"Grow Japanese Indigo and Extract Blue Pigment: Planting, Harvesting and Dye Processing",Lovely Greens,2023-09-17,Howto & Style,Howto & Style,True,1252,0.0,full_youtube_video
J-JaGlLiU8k,JAN AUSHADHI WHEY PROTEIN @ RS 1499/KG || LAB TESTED - PASS OR FAIL ?? #review #health #fitness,"Jan Aushadhi Whey Protein Lab Test: Protein Accuracy, Contaminants, Price, Taste and Availability",Trustified,2025-07-06,Sports,Sports,True,8517,0.0,full_youtube_video
JUMO3rk8GrY,Democracy khatre mai hai,Democracy Is in Danger: Political Commentary,Divya Gandotra Tandon,2026-08-10,News & Politics,News & Politics,True,1252,0.0,full_youtube_video
JZlXdba7ALI,28 Signs Your Body is Deficient in Vital Nutrients (With Solution),28 Signs Your Body is Deficient in Vital Nutrients (With Solution),Fit Tuber,2019-03-08,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
JaMQfQK1_i8,Full day of Eating - Extreme Fat loss Diet - Lose 10 Kg,Full Day of Eating for Aggressive Fat Loss: A Low-Calorie Diet Example,Fit Tuber,2018-03-23,Howto & Style,Howto & Style,True,5912,0.0,full_youtube_video
Jazy2Fr4K2o,The story of Rhaegar and Lyanna #shorts #rhaegartargaryen,Rhaegar and Lyanna: The Knight of the Laughing Tree Encounter,Black Raven | Westeros,2026-04-02,Film & Animation,Film & Animation,True,556,0.0,full_youtube_video
JhaFxsMp1sQ,Which is the Best Chocolate in India? ft @Foodpharmer,5 Chocolates in India Recommended by Ingredient and Nutrition Criteria,Fit Tuber,2024-07-12,Howto & Style,Howto & Style,True,12741,0.0,full_youtube_video
JlD_ALoujtM,How to Reset the Gut? (Detox Your Intestines),"Gut 'Reset' Claims Reviewed: Psyllium, Triphala, Carrot Kanji, Fiber and Lifestyle",Fit Tuber,2022-09-23,Howto & Style,Howto & Style,True,7591,0.0,full_youtube_video
JlMtsyXkxQE,Ayurvedic Diet Plan for Extreme Fat Loss (Healthy & Effective),"Ayurvedic-Style Fat-Loss Diet: Warm Water, Simple Whole Foods, Light Dinner and Short-Term Food Restrictions",Fit Tuber,2020-11-06,Howto & Style,Howto & Style,True,5714,0.0,full_youtube_video
K813P2p0IU0,Full Day of Eating Healthy on Indian Streets (Outside Food) | Fit Tuber,"Eating Healthier on Indian Streets: Idli, Customized Thali, Roasted Corn, Bhel, Paneer and Light Dinner Options",Fit Tuber,2019-08-30,Howto & Style,Howto & Style,True,11307,0.0,full_youtube_video
KAZqPIvQT2c,You Deserve It  -  Fitness Motivation,You Deserve It: Short Fitness Motivation to Start Training and Eating Better,Fit Tuber,2016-11-16,Nonprofits & Activism,Nonprofits & Activism,True,1249,0.0,full_youtube_video
KJ-SpnhUURc,Indias Got Latent Bonus Episode 2 [Deleted Episode,Indias Got Latent Bonus Episode 2 [Deleted Episode,India's Got Latent,20260810,,,False,0,0.0,full_youtube_video
Ke5JKC87qac,10 Oral Care Habits Ranked from Worst to Best,10 Oral Care Habits Ranked from Worst to Best,Fit Tuber,2019-10-11,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
Kkn_u1gK1kw,7 Yummy Lunch Box Ideas for a Week (in 2025),"7 Lunchbox Ideas: One-Pot Rajma Rice, Kala Chana Salad, Millet Curd Rice, Paneer Besan Chilla, Hung-Curd Jowar Roll, Lau",Fit Tuber,2025-06-13,Howto & Style,Howto & Style,True,20194,0.0,full_youtube_video
Krf7Vmsf2M0,5 Proven Foods to Reduce Body Heat (& Foods to Avoid),5 Foods for 'Body Heat' Symptoms — Traditional Cooling-Food Claims and Foods to Limit,Fit Tuber,2025-04-04,Howto & Style,Howto & Style,True,15464,0.0,full_youtube_video
L9H16WSFF-U,Eating Full Day with an Indian Farmer 🇮🇳,"A Day Eating with an Indian Farmer: Bajra Roti, Raita, Buttermilk, Seasonal Fruit, Early Dinner and Farm Work",Fit Tuber,2025-01-10,Howto & Style,Howto & Style,True,12310,0.0,full_youtube_video
LGLrGhsYE5M,Tywin Lannister: Before Game of Thrones | Animated Movie,"Tywin Lannister Before Game of Thrones: Shame, Castamere, Joanna, Tyrion and Aerys",Black Raven | Westeros,2026-07-14,Film & Animation,Film & Animation,True,16647,0.0,full_youtube_video
LcjxB_yO3to,10 Ways to Improve Digestive System - Get INSTANT Boost Naturally,"10 Digestion Tips: Cumin, Hing, Psyllium, Ajwain/Fennel, Aloe, Fiber, Activity, Vajrasana and Chewing",Fit Tuber,2018-07-20,Howto & Style,Howto & Style,True,7752,0.0,full_youtube_video
Lg1wRs5Wb90,How to Achieve your Goal? (Stop Procrastination) by Bhagavad Gita ft. @beerbiceps,"3 Bhagavad Gita Ideas for Procrastination: Clarify Your Why, Shape Your Environment and Focus on Action",Fit Tuber,2022-12-30,Howto & Style,Howto & Style,True,7677,0.0,full_youtube_video
LpIgf_2Yi2c,Why Should I Start Meditation? (with Beginner's Day 1 Guide),"Why Meditate? Present-Moment Awareness, Beginner Breath Practice and Common Questions",Fit Tuber,2020-04-17,Howto & Style,Howto & Style,True,10933,0.0,full_youtube_video
MCD5xGPsnHg,Indian Lifestyle vs American Lifestyle - Which is Better? (Harsh Reality),"Ancient Indian vs Modern American Lifestyle: Clothes, Food, Eating Style, Sustainability, Living, Innovation and Health ",Fit Tuber,2020-05-29,Howto & Style,Howto & Style,True,13479,0.0,full_youtube_video
MJcM3baHkqg,5 Amazing Isha Life Products by Sadhguru That You Should Try  (Not Sponsored),"5 Isha Life Products Reviewed for Ingredients, Usefulness and Value",Fit Tuber,2020-09-11,Howto & Style,Howto & Style,True,9997,0.0,full_youtube_video
MLcQ0yIGq1c,HOMEMADE PROTEIN SHAKE  - Cheap and Easy Recipe for Muscle building and Fat loss,"Homemade Protein Shake for Muscle Building and Fat Loss: Milk, Fruit, Peanut Butter or Nuts, About 21 g Protein per Serv",Fit Tuber,2017-09-15,Howto & Style,Howto & Style,True,2405,0.0,full_youtube_video
MdTfLzT5FZw,5 Products at Chemist Shop that Need Your Attention!,"Chemist-Shop Products Reviewed: Isabgol, Antiseptic Creams, Cough Remedies and Antacids",Fit Tuber,2021-06-04,Howto & Style,Howto & Style,True,4577,0.0,full_youtube_video
Mf0nw5Dlb8Y,Seth Rollins & Oba Femi vs The Vision Full Match | WWE Summer Tour 2026,Seth Rollins & Oba Femi vs The Vision — WWE Summer Tour 2026 Full Match,Vlog Warriors,2026-07-26,Sports,Sports,True,1252,0.0,full_youtube_video
Mqe0NYVQZRY,How to Get Glowing Skin Overnight (Winter Skin Care Routine),Winter Night Skin-Care Routine for Moisture and Temporary Glow,Fit Tuber,2019-02-08,Howto & Style,Howto & Style,True,4434,0.0,full_youtube_video
Mu3vP4GfRE0,"सिर्फ 7 दिन में कितनी भी पुरानी झाइयां, काले दाग धब्बे 100% जड़ से खत्म करें | Fit Tuber",Hyperpigmentation and Dark-Spot Routine: Home-Care Ideas Without the 7-Day 'Permanent Cure' Promise,Fit Tuber,2025-12-26,Howto & Style,Howto & Style,True,16880,0.0,full_youtube_video
N7yf7zQyBHk,Trump Dumps Pakistan - US Drops Munir From Iran Mediation After $10B Demand & INTEL Red FLAG? Kinjal,Video Analysis of Pakistan's Role in US-Iran Mediation and a Reported $10 Billion Request,World Affairs by Unacademy,2026-08-04,Education,Education,True,11328,0.0,full_youtube_video
NB6hRDVlrK0,5 Toxin Free Shampoos in India Under Rs 200 (Not Sponsored),5 Toxin Free Shampoos in India Under Rs 200 (Not Sponsored),Fit Tuber,2019-04-12,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
NWkJ72Vo3nk,Govt to allow fees on UPI payment above Rs 2000? Ankit Agrawal Study IQ,"Could UPI Payments Above Rs 2,000 Face Fees? Policy and MDR Discussion",StudyIQ IAS,2026-08-06,Education,Education,True,14512,0.0,full_youtube_video
N_dVcI5p5ck,5 Daily Products You Should Stop Using Immediately (With Healthier Alternatives),5 Everyday Household Products Questioned for Health or Environmental Reasons — With Alternatives,Fit Tuber,2020-10-23,Howto & Style,Howto & Style,True,9901,0.0,full_youtube_video
NkdZ_N1mmjI,31 Tongue Signs Your Body is Asking for Help (With Solutions),"31 Tongue Signs and Ayurvedic Interpretations: Cracks, Coating, Color, Swelling, Tremor and Patches",Fit Tuber,2020-11-20,Howto & Style,Howto & Style,True,8822,0.0,full_youtube_video
NyEOHULKxz4,How to get rid of ACNE & PIMPLES Fast (Naturally),"Acne and Pimples: Natural Self-Care Ideas, Prevention Habits and Treatment Limits",Fit Tuber,2017-10-20,Howto & Style,Howto & Style,True,7301,0.0,full_youtube_video
O-v38a14cA0,"Wife thought he FORGOT their anniversary, but secretly he had THIS planned… 😭❤️",Anniversary Surprise with a Personalized PrayerSong: Wife Thinks Her Husband Forgot,PrayerSong,2026-01-13,Music,Music,True,1252,0.0,full_youtube_video
O6G0dQummog,How to treat Vitamin D Deficiency Naturally? (WARNING SIGNS),How to treat Vitamin D Deficiency Naturally? (WARNING SIGNS),Fit Tuber,2019-11-22,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
OJfH0j6iF8I,How to deal with Depression & Anxiety? (How I did it) | Fit Tuber,How to deal with Depression & Anxiety? (How I did it) | Fit Tuber,Fit Tuber,2020-01-03,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
OVAQXdFza54,20 Chocolates in India Ranked from Worst to Best,20 Chocolates in India Ranked from Worst to Best — Historical 2018 Review,Fit Tuber,2018-06-08,Howto & Style,Howto & Style,True,6220,0.0,full_youtube_video
OYpXKocfWlU,8 Mistakes You are Making After Eating a Meal,"8 After-Meal Habits to Avoid: Water, Fruit, Lying Down, Tea, Exercise, Smoking, Sex and Bathing",Fit Tuber,2023-09-22,Howto & Style,Howto & Style,True,9560,0.0,full_youtube_video
OZG38G2DQtY,BICEP WORKOUT - Workout at Home | Episode 5 - BICEPS | No Dumbbells,BICEP WORKOUT - Workout at Home | Episode 5 - BICEPS | No Dumbbells,Fit Tuber,2016-12-13,Sports,Sports,False,0,0.0,full_youtube_video
OnhHNETGc44,"Permanent Solution to Bloating, Dark Circles and Muscle Cramps","Bloating, Dark Circles and Muscle Cramps: Causes, Home Remedies and When Simple Explanations Fall Short",Fit Tuber,2023-09-08,Howto & Style,Howto & Style,True,10551,0.0,full_youtube_video
P1Gd0JJoRO4,5 Genius Habits that are Easy and Effective (#2 will surprise you),5 Easy Habits for More Efficient Health and Fitness Progress,Fit Tuber,2022-02-11,Howto & Style,Howto & Style,True,8764,0.0,full_youtube_video
P9LW2lwgYiQ,6 Amazing Products Under Rs 799 that Make Healthy Lifestyle Easier,6 Practical Health-Lifestyle Products Under ₹799 Reviewed for Everyday Value,Fit Tuber,2023-12-01,Howto & Style,Howto & Style,True,8630,0.0,full_youtube_video
PIws4Rn-mZI,Top 5 Fruits for Fat Loss in INDIA,"5 Fruits for a Weight-Loss Diet in India: Pear, Apple, Orange, Muskmelon and Watermelon",Fit Tuber,2017-09-22,Howto & Style,Howto & Style,True,4380,0.0,full_youtube_video
PMtVwDiOcYI,15 Breakfast Cereals in India Ranked From Worst to Best,15 Breakfast Cereals in India Ranked From Worst to Best,Fit Tuber,2019-03-01,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
POKzKwFqaNE,20 Ice Creams in India Ranked from Worst to Best (in 2026),20 Ice Creams in India Ranked from Worst to Best — 2026 Ingredient Review,Fit Tuber,2026-05-15,Howto & Style,Howto & Style,True,17881,0.0,full_youtube_video
PPBZcXyhH_M,COMPLETE BEGINNERS GUIDE TO GYM - 15 Gym Tips for Beginners,"15 Beginner Gym Tips: Warm-Up, Compounds, Form, Cardio, Nutrition, Recovery and Consistency",Fit Tuber,2017-09-08,Howto & Style,Howto & Style,True,9011,0.0,full_youtube_video
PRlD8BWLQkQ,TURMERIC -  The Most Versatile Spice of India,TURMERIC -  The Most Versatile Spice of India,Fit Tuber,2018-12-14,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
PTtJJ5k0VHI,"Rhaegar Targaryen, the man who risked everything #shots #rhaegartargaryen #targaryen",Rhaegar Targaryen: The Man Who Risked Everything,Black Raven | Westeros,2026-04-03,Film & Animation,Film & Animation,True,620,0.0,full_youtube_video
Pcd28t9x8w8,5 Amazing Vegetarian Protein Foods Better Than Egg,"5 Vegetarian Protein Foods: Urad/Moong Dal, Roasted Chana/Sattu, Milk/Paneer, Green Peas and Peanuts",Fit Tuber,2023-10-20,Howto & Style,Howto & Style,True,7875,0.0,full_youtube_video
PtSjjISiSs0,Eating Healthy on Indian Streets Under Rs 200,"Eating Healthier on Indian Streets on a Budget: Breakfast, Thali, Snacks, Dal Chawal and Dessert Choices",Fit Tuber,2022-11-04,Howto & Style,Howto & Style,True,9360,0.0,full_youtube_video
QC10nmqfekc,"FitTuber QNA | Legal Battles, Marriage Next Month?, Behind the Scenes etc | Q&A","FitTuber 2 Million Q&A: Sabbatical, Legal Battles, Patreon, Research Process, Indian Food and Future Plans",Fit Tuber,2019-09-20,Howto & Style,Howto & Style,True,7711,0.0,full_youtube_video
Qd_SOd9RAeg,6 Early Warning Signs of Kidney Disease,"6 Possible Kidney-Disease Warning Signs: Urine Changes, Swelling, Flank Pain, Fatigue, Itching and Blood-Pressure/Diabet",Fit Tuber,2024-08-09,Howto & Style,Howto & Style,True,14601,0.0,full_youtube_video
Qev0A0iUzbo,White Hair to Black Hair Naturally in 5 Steps (Effective Ayurvedic Routine),"5-Step Ayurvedic Premature-Greying Routine: Rasayana, Bhringraj Asava, Diet/Yoga, Neeli Bhringadi Oil and Nasya",Fit Tuber,2020-12-04,Howto & Style,Howto & Style,True,10086,0.0,full_youtube_video
QhEE0EmhOaU,10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),10 Ayurvedic Tablets for Common Symptoms: Traditional Uses — Not Replacements for Prescribed Medicines,Fit Tuber,2020-12-18,Howto & Style,Howto & Style,True,8597,0.0,full_youtube_video
QjFLMxSbdJQ,Bloodraven Does Not Forgive#shorts #Bloodraven #BryndenRivers #DunkAndEgg#AKnightOfTheSevenKingdoms,Bloodraven Does Not Forgive: Brynden Rivers Short,Black Raven | Westeros,2026-06-19,Film & Animation,Film & Animation,True,941,0.0,full_youtube_video
QjTxB_hUA9U,The Daily Bathing Secret That Will AMAZE You,"5 Bathing Habits for Skin, Hair and Everyday Hygiene",Fit Tuber,2025-05-30,Howto & Style,Howto & Style,True,15854,0.0,full_youtube_video
Qn2AjYZZo-8,How to ACTUALLY Remove Pesticides from Fruits & Vegetables (Practical Solution),"Removing Pesticide Residue from Produce: Baking-Soda Soak, Rinsing, Peeling and Seasonal Buying",Fit Tuber,2019-03-29,Howto & Style,Howto & Style,True,9624,0.0,full_youtube_video
QucgvbO5gsM,Free AI Tools So Good They're Making Paid Versions Obsolete,"10 Free or Open AI Tools for Video, Images, Voice, Coding, Meetings and Editing",Vaibhav Sisinty,2026-07-22,Science & Technology,Science & Technology,True,20550,0.0,full_youtube_video
RLg1hrKZ5FA,3 Amazing Health Drinks for Your Body,"3 Health Drinks for Diabetes, Uric Acid and Thyroid Claims: Bitter-Gourd Juice, Lemon Water and Coriander Water",Fit Tuber,2025-05-02,Howto & Style,Howto & Style,True,12608,0.0,full_youtube_video
RUDi7gf-zF4,10 Super Easy & Tasty Recipes to Try at Home (Vegetarian) | Fit Tuber,10 Super Easy & Tasty Recipes to Try at Home (Vegetarian) | Fit Tuber,Fit Tuber,2020-04-03,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
RUIi4c09HE0,10 Min Guided Meditation Session for Beginners (Follow Along),10-Minute Guided Breath-Awareness Meditation for Beginners,Fit Tuber,2020-12-25,Howto & Style,Howto & Style,True,6856,0.0,full_youtube_video
RWRDGnsQX_k,5 Amazing Patanjali Products You Should Try - NOT SPONSORED,"5 Patanjali Products Reviewed: Rose Water, Shilajit, Virgin Coconut Oil, Ashwagandha Churna and Dishwash Bar",Fit Tuber,2018-07-27,Howto & Style,Howto & Style,True,5154,0.0,full_youtube_video
RfinWpg9MYY,10 Toothpastes in India Ranked from Worst to Best,10 Toothpastes in India Ranked by Ingredients — Historical 2018 Review,Fit Tuber,2018-01-19,Howto & Style,Howto & Style,True,6936,0.0,full_youtube_video
Rm0jYmIRN84,The ULTIMATE Ayurvedic Routine to Increase Memory & Concentration Power (4 STEPS) | Fit Tuber,The ULTIMATE Ayurvedic Routine to Increase Memory & Concentration Power (4 STEPS) | Fit Tuber,Fit Tuber,2020-02-14,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
Rpj-O4Lk6QI,How to Boost Testosterone Naturally - 6 WAYS,"6 Ways to Support Testosterone: Nutrition, Resistance Training, Sleep, Stress Reduction, Limiting Alcohol/Smoking/Sugar ",Fit Tuber,2017-08-11,Howto & Style,Howto & Style,True,4816,0.0,full_youtube_video
SAZotzpq8No,"Arthur Dayne, the Sword of the Morning #shorts #ArthurDayne #SwordOfTheMorning #GameOfThrones","Arthur Dayne, the Sword of the Morning",Black Raven | Westeros,2026-07-18,Film & Animation,Film & Animation,True,845,0.0,full_youtube_video
SBVkI7tAUm4,Your Organs After 36 Hours Without Food,"What Happens During a 36-Hour Fast: Glycogen, Ketosis, Autophagy, Risks and Refeeding",Young Scientist School,2026-02-20,Education,Education,True,5540,0.0,full_youtube_video
SDJD85dLWwk,"The Only Free AI Tool Everyone Should Use, and it is Open Source","Build a Private AI Second Brain with Markdown, GitHub, MCP and API Access",Hasan Aboul Hasan,2026-08-08,Education,Education,True,12719,0.0,full_youtube_video
SHICcnohvTE,5 Foods That You Must Avoid in Dinner! (& Best Foods),"Dinner Foods the Video Says to Limit: Leafy Vegetables, Salads, Sprouts, Curd, Fruit and Heavy Meals",Fit Tuber,2022-01-28,Howto & Style,Howto & Style,True,8874,0.0,full_youtube_video
SKhSKH_LHN4,Boost Your Immunity with This Diet Plan (Easy & Effective),"COVID-Era Immunity Diet Plan: Warm Fluids, Simple Meals, Moong Dal, Soups and Turmeric Milk",Fit Tuber,2021-05-21,Howto & Style,Howto & Style,True,5750,0.0,full_youtube_video
SRX5qJTVZMY,10 Most Underrated Ayurvedic Habits for a Healthy Lifestyle (Easy & Effective),"10 Ayurvedic Lifestyle Habits: Daily Routine, Eating, Sleep, Hygiene and Self-Care",Fit Tuber,2021-02-12,Howto & Style,Howto & Style,True,6220,0.0,full_youtube_video
STwFTUM0EHs,STOP Buying Greek Yogurt! Make Thick Creamy Yogurt at Home (Only 2 Ingredients 😳),Two-Ingredient Thick Homemade Yogurt: Simple Greek-Style Yogurt Method,My Lockdown Rasoi,2026-05-23,Howto & Style,Howto & Style,True,2773,0.0,full_youtube_video
SZmNa9931eA,Which is the Best Face Wash in India? (in 2024),"Best Face Washes in India (2024): Offline, Online and Besan-Turmeric DIY Options",Fit Tuber,2024-11-29,Howto & Style,Howto & Style,True,12220,0.0,full_youtube_video
SlGIjCPlWF0,7 Trending Fitness Advices in India That Need Your Attention,"Questionable Health Trends: Gluten-Free Diets, Alkaline Water, Raw Diets, Supplements, Juice Detoxes and Enemas",Fit Tuber,2020-12-11,Howto & Style,Howto & Style,True,7586,0.0,full_youtube_video
SobRqlT0pOM,5 Foods That You Must Avoid in Breakfast (& Best Foods),"5 Breakfast Foods to Limit: Commercial Bread, Muesli/Cereal, Ready-to-Eat Meals, Nutella/Jam and Deep-Fried Foods",Fit Tuber,2023-12-29,Howto & Style,Howto & Style,True,9184,0.0,full_youtube_video
SrfvgMH1NmY,7 Amazing Makeup Products in India that are Actually Natural,"7 Natural-Style Makeup Alternatives in India: Foundation, Primer, Mascara, Blush, Kajal, Eyeliner and Lipstick",Fit Tuber,2021-01-01,Howto & Style,Howto & Style,True,11139,0.0,full_youtube_video
T6oCNc6_-uQ,ULTIMATE Ayurvedic Routine to Cure Cold & Cough Problems,ULTIMATE Ayurvedic Routine to Cure Cold & Cough Problems,Fit Tuber,2019-11-15,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
T6qnwU16Y48,Eat this Laddoo Every Morning & Results will Surprise You,"Iron-Deficiency Foods and Remedies: Sesame-Jaggery Laddoo, Soaked Raisins, Roasted Chana, ABC Juice and Halim Seeds",Fit Tuber,2025-12-12,Howto & Style,Howto & Style,True,18279,0.0,full_youtube_video
TDv7SVMt-Fw,How to Lose Weight Fast | 100% Results,"Weight-Loss Basics: Portion Carbohydrates, Eat Protein and Healthy Fats, Add Vegetables, Sleep, Hydrate, Exercise and Li",Fit Tuber,2017-03-03,Howto & Style,Howto & Style,True,5850,0.0,full_youtube_video
TIEZQWSMfUM,#1 Fat Burning Tip - 10 Day Challenge,Fasted Morning Cardio for 15–20 Minutes: A 10-Day Fat-Loss Challenge and Its Claims,Fit Tuber,2017-07-21,Howto & Style,Howto & Style,True,3738,0.0,full_youtube_video
TOAaMcVmVOg,Top 10 Cheapest Protein Foods in India (Veg & Non Veg),"10 Cheapest Protein Foods in India: Tofu, Fish, Paneer, Chicken, Legumes, Milk, Egg Whites, Peanuts, Lentils and Soy Chu",Fit Tuber,2017-06-09,Howto & Style,Howto & Style,True,10383,0.0,full_youtube_video
TPP-TeV0BDU,20 Face Washes in India Ranked from Worst to Best,20 Face Washes in India Ranked from Worst to Best,Fit Tuber,2018-03-02,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
TSyg05S-5-I,5 Morning Habits that can Ruin Your Day (& Best Morning Habits),5 Morning Habits That Can Ruin Your Day and Better Alternatives,Fit Tuber,2021-06-25,Howto & Style,Howto & Style,True,3933,0.0,full_youtube_video
TazjcZrTl7Y,"FREE UNLIMITED Claude Code (No NVIDIA NIM, No Ollama!) - Fastest Responses [2026]",Route Claude Code Through OpenCode Zen and a Free MiniMax Model,Danish Sofi,2026-05-10,Science & Technology,Science & Technology,True,14787,0.0,full_youtube_video
Tl13Z42277s,How to Take Daily Vitamins and Minerals through Common Foods?,"Food-Based Alternatives to DHT Blockers, Magnesium, Glutathione, Melatonin and Vitamin D Supplements",Fit Tuber,2021-08-27,Howto & Style,Howto & Style,True,9549,0.0,full_youtube_video
TmYbdBFxx20,10 Eye Care Habits Ranked from Worst to Best,10 Eye Care Habits Ranked from Worst to Best,Fit Tuber,2018-08-31,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
Tt-6djN5YvM,What your Poop Says about your Health? (Test your Body)💩,"What Stool Color, Consistency and Frequency Can Tell You—With Ayurvedic Claims Separated from Medical Red Flags",Fit Tuber,2020-01-17,Howto & Style,Howto & Style,True,7806,0.0,full_youtube_video
U97qYFkja8c,Modi की IIT Entry पे Liberals MELTDOWN 🤡 | Lol Patrol,Commentary on Narendra Modi's IIT Visit and Reactions from Political Critics,LOL Patrol,2026-08-10,People & Blogs,People & Blogs,True,7551,0.0,full_youtube_video
UBZdJR5zEBk,"How to take care of your Ears? (Improve Hearing, Tinnitus, Pain)","Ear Care: Wax, Hearing, Tinnitus and Pain — Safe Hygiene and When to Seek Care",Fit Tuber,2021-09-24,Howto & Style,Howto & Style,True,9250,0.0,full_youtube_video
UVHOJM0bdVc,"3 Health Drinks to Replace Collagen, Protein Powder & Multivitamin","3 Homemade Nutrition Drinks for Skin, Micronutrients and Protein",Fit Tuber,2024-09-20,Howto & Style,Howto & Style,True,12213,0.0,full_youtube_video
